"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:22:54.4111013 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4111522 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4113555 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4120427 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4218597 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4219055 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.4219158 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4219975 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4220341 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4220574 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4221834 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4224426 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4381641 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4382091 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.4382434 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4383766 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4384231 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4384487 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4385508 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4388231 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4500649 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4501015 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.4501222 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4502654 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4503222 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4503774 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4505009 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4507923 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4610390 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4610805 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.4610922 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4611923 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4612346 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4612581 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4613664 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4616446 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4706425 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4706907 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.4707028 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4708483 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4708960 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4709212 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4710358 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4712972 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4808729 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4809094 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.4809207 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4810395 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4810785 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4811021 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4812022 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4814941 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4906041 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4906344 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.4906442 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.4907427 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.4907782 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.4907991 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.4909090 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.4911740 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5046684 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5047436 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.5047619 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5048849 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5049576 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.5049929 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.5051516 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.5057370 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5207826 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5208489 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.5208691 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5209996 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5210541 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.5210860 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.5212200 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.5215945 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5709932 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5710268 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.5710374 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5711152 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5711531 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.5711771 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.5713111 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.5717009 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5885621 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5885963 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.5886066 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.5886899 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.5887330 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.5887582 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.5888883 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.5894423 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6047690 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6048049 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.6048159 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6048953 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6049343 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.6049584 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.6051043 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.6054671 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6213748 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6214247 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.6214351 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6215439 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6215834 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.6216073 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.6217302 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.6220042 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6326576 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6326913 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.6327025 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6327813 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6328275 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.6328511 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.6329680 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.6332647 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6417291 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6417606 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.6417709 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6418653 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6419037 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.6419285 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.6420577 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.6424507 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6601554 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6601994 PM","main.exe","24160","QueryBasicInformationFile","C:\Windows\System32\urlmon.dll","SUCCESS","CreationTime: 3/11/2026 1:06:41 PM, LastAccessTime: 4/4/2026 12:22:54 PM, LastWriteTime: 3/11/2026 1:06:42 PM, ChangeTime: 3/12/2026 12:16:24 AM, FileAttributes: A"
"12:22:54.6602103 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6603617 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:22:54.6604285 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"12:22:54.6604895 PM","main.exe","24160","CreateFileMapping","C:\Windows\System32\urlmon.dll","SUCCESS","SyncType: SyncTypeOther"
"12:22:54.6606377 PM","main.exe","24160","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7fff900c0000, Image Size: 0x1dd000"
"12:22:54.6612990 PM","main.exe","24160","CloseFile","C:\Windows\System32\urlmon.dll","SUCCESS",""
"12:22:54.6776011 PM","main.exe","24160","CreateFile","C:\Windows\System32\urlmon.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
